,types,area,bedroom,bathroom,price
0,detached_duplex,2nd Toll Gate Lekki,4.0,5.0,65000000.0
1,detached_duplex,2nd Toll Gate Lekki,4.0,4.0,75000000.0
2,detached_duplex,2nd Toll Gate Lekki,4.0,4.0,60000000.0
3,detached_duplex,2nd Toll Gate Lekki,4.0,5.0,75000000.0
4,detached_duplex,2nd Toll Gate Lekki,4.0,5.0,67000000.0
5,detached_duplex,2nd Toll Gate Lekki,4.0,4.0,67000000.0
6,detached_duplex,2nd Toll Gate Lekki,4.0,4.0,67000000.0
7,detached_duplex,2nd Toll Gate Lekki,4.0,5.0,55000000.0
8,detached_duplex,2nd Toll Gate Lekki,4.0,4.0,75000000.0
9,detached_duplex,2nd Toll Gate Lekki,4.0,4.0,75000000.0
10,detached_duplex,2nd Toll Gate Lekki,4.0,5.0,68000000.0
11,detached_duplex,2nd Toll Gate Lekki,4.0,5.0,55000000.0
12,detached_duplex,2nd Toll Gate Lekki,4.0,5.0,70000000.0
13,detached_duplex,2nd Toll Gate Lekki,5.0,5.0,75000000.0
14,detached_duplex,2nd Toll Gate Lekki,5.0,6.0,75000000.0
15,detached_duplex,2nd Toll Gate Lekki,5.0,5.0,75000000.0
16,detached_duplex,2nd Toll Gate Lekki,5.0,6.0,75000000.0
17,detached_duplex,2nd Toll Gate Lekki,5.0,6.0,65000000.0
18,detached_duplex,2nd Toll Gate Lekki,5.0,5.0,95000000.0
19,detached_duplex,2nd Toll Gate Lekki,5.0,6.0,78000000.0
20,detached_duplex,2nd Toll Gate Lekki,5.0,6.0,65000000.0
21,detached_duplex,2nd Toll Gate Lekki,5.0,7.0,110000000.0
22,detached_duplex,2nd Toll Gate Lekki,5.0,5.0,65000000.0
23,detached_duplex,2nd Toll Gate Lekki,5.0,6.0,65000000.0
24,detached_duplex,2nd Toll Gate Lekki,5.0,5.0,78000000.0
25,detached_duplex,2nd Toll Gate Lekki,5.0,6.0,75000000.0
26,detached_duplex,2nd Toll Gate Lekki,5.0,6.0,75000000.0
27,detached_duplex,2nd Toll Gate Lekki,5.0,5.0,65000000.0
28,detached_duplex,2nd Toll Gate Lekki,5.0,6.0,65000000.0
29,detached_duplex,2nd Toll Gate Lekki,5.0,6.0,75000000.0
30,detached_duplex,2nd Toll Gate Lekki,5.0,5.0,70000000.0
31,detached_duplex,2nd Toll Gate Lekki,5.0,5.0,67000000.0
32,detached_duplex,2nd Toll Gate Lekki,5.0,5.0,77000000.0
33,detached_duplex,2nd Toll Gate Lekki,5.0,5.0,65000000.0
34,detached_duplex,2nd Toll Gate Lekki,5.0,5.0,75000000.0
35,detached_duplex,2nd Toll Gate Lekki,5.0,4.0,65000000.0
36,detached_duplex,2nd Toll Gate Lekki,5.0,5.0,75000000.0
37,detached_duplex,2nd Toll Gate Lekki,5.0,4.0,75000000.0
38,detached_duplex,2nd Toll Gate Lekki,5.0,5.0,75000000.0
39,detached_duplex,2nd Toll Gate Lekki,5.0,5.0,75000000.0
40,detached_duplex,2nd Toll Gate Lekki,5.0,5.0,70000000.0
41,detached_duplex,2nd Toll Gate Lekki,5.0,5.0,75000000.0
42,detached_duplex,2nd Toll Gate Lekki,5.0,6.0,68000000.0
43,detached_duplex,2nd Toll Gate Lekki,5.0,5.0,115000000.0
44,detached_duplex,2nd Toll Gate Lekki,5.0,5.0,70000000.0
45,detached_duplex,2nd Toll Gate Lekki,5.0,5.0,75000000.0
46,duplex,2nd Toll Gate Lekki,4.0,4.0,48000000.0
47,house,2nd Toll Gate Lekki,4.0,6.0,55000000.0
48,house,2nd Toll Gate Lekki,4.0,4.0,58000000.0
49,semi_detached_duplex,2nd Toll Gate Lekki,3.0,6.0,38000000.0
50,semi_detached_duplex,2nd Toll Gate Lekki,3.0,4.0,38000000.0
51,semi_detached_duplex,2nd Toll Gate Lekki,3.0,4.0,38000000.0
52,semi_detached_duplex,2nd Toll Gate Lekki,3.0,3.0,38000000.0
53,semi_detached_duplex,2nd Toll Gate Lekki,3.0,4.0,38000000.0
54,semi_detached_duplex,2nd Toll Gate Lekki,3.0,4.0,38000000.0
55,semi_detached_duplex,2nd Toll Gate Lekki,4.0,5.0,52000000.0
56,semi_detached_duplex,2nd Toll Gate Lekki,4.0,4.0,54000000.0
57,semi_detached_duplex,2nd Toll Gate Lekki,4.0,5.0,58000000.0
58,semi_detached_duplex,2nd Toll Gate Lekki,4.0,4.0,56000000.0
59,semi_detached_duplex,2nd Toll Gate Lekki,4.0,5.0,57000000.0
60,semi_detached_duplex,2nd Toll Gate Lekki,4.0,5.0,53000000.0
61,semi_detached_duplex,2nd Toll Gate Lekki,4.0,5.0,55000000.0
62,semi_detached_duplex,2nd Toll Gate Lekki,4.0,5.0,52000000.0
63,semi_detached_duplex,2nd Toll Gate Lekki,4.0,5.0,54000000.0
64,semi_detached_duplex,2nd Toll Gate Lekki,4.0,4.0,55000000.0
65,semi_detached_duplex,2nd Toll Gate Lekki,4.0,5.0,55000000.0
66,semi_detached_duplex,2nd Toll Gate Lekki,4.0,4.0,55000000.0
67,semi_detached_duplex,2nd Toll Gate Lekki,4.0,5.0,58000000.0
68,semi_detached_duplex,2nd Toll Gate Lekki,4.0,5.0,52000000.0
69,semi_detached_duplex,2nd Toll Gate Lekki,4.0,4.0,57000000.0
70,semi_detached_duplex,2nd Toll Gate Lekki,4.0,4.0,57000000.0
71,semi_detached_duplex,2nd Toll Gate Lekki,4.0,5.0,57000000.0
72,semi_detached_duplex,2nd Toll Gate Lekki,4.0,4.0,55000000.0
73,semi_detached_duplex,2nd Toll Gate Lekki,4.0,4.0,50000000.0
74,semi_detached_duplex,2nd Toll Gate Lekki,4.0,4.0,55000000.0
75,semi_detached_duplex,2nd Toll Gate Lekki,4.0,4.0,53000000.0
76,semi_detached_duplex,2nd Toll Gate Lekki,4.0,5.0,55000000.0
77,semi_detached_duplex,2nd Toll Gate Lekki,4.0,4.0,50000000.0
78,semi_detached_duplex,2nd Toll Gate Lekki,4.0,5.0,55000000.0
79,semi_detached_duplex,2nd Toll Gate Lekki,4.0,5.0,55000000.0
80,semi_detached_duplex,2nd Toll Gate Lekki,4.0,5.0,50000000.0
81,semi_detached_duplex,2nd Toll Gate Lekki,4.0,5.0,52000000.0
82,semi_detached_duplex,2nd Toll Gate Lekki,4.0,5.0,58000000.0
83,semi_detached_duplex,2nd Toll Gate Lekki,4.0,5.0,58000000.0
84,semi_detached_duplex,2nd Toll Gate Lekki,4.0,4.0,52000000.0
85,semi_detached_duplex,2nd Toll Gate Lekki,4.0,5.0,55000000.0
86,semi_detached_duplex,2nd Toll Gate Lekki,4.0,5.0,55000000.0
87,semi_detached_duplex,2nd Toll Gate Lekki,4.0,5.0,58000000.0
88,semi_detached_duplex,2nd Toll Gate Lekki,4.0,4.0,58000000.0
89,semi_detached_duplex,2nd Toll Gate Lekki,4.0,4.0,57000000.0
90,semi_detached_duplex,2nd Toll Gate Lekki,4.0,4.0,54000000.0
91,semi_detached_duplex,2nd Toll Gate Lekki,4.0,4.0,59500000.0
92,semi_detached_duplex,2nd Toll Gate Lekki,4.0,4.0,55000000.0
93,semi_detached_duplex,2nd Toll Gate Lekki,4.0,4.0,50000000.0
94,semi_detached_duplex,2nd Toll Gate Lekki,4.0,4.0,50000000.0
95,semi_detached_duplex,2nd Toll Gate Lekki,4.0,3.0,48000000.0
96,semi_detached_duplex,2nd Toll Gate Lekki,4.0,6.0,50000000.0
97,semi_detached_duplex,2nd Toll Gate Lekki,4.0,4.0,57000000.0
98,semi_detached_duplex,2nd Toll Gate Lekki,4.0,5.0,48000000.0
99,semi_detached_duplex,2nd Toll Gate Lekki,4.0,4.0,55000000.0
100,semi_detached_duplex,2nd Toll Gate Lekki,4.0,4.0,55000000.0
101,semi_detached_duplex,2nd Toll Gate Lekki,4.0,4.0,50000000.0
102,semi_detached_duplex,2nd Toll Gate Lekki,5.0,5.0,75000000.0
103,terraced_duplex,2nd Toll Gate Lekki,3.0,5.0,33000000.0
104,terraced_duplex,2nd Toll Gate Lekki,3.0,4.0,30000000.0
105,terraced_duplex,2nd Toll Gate Lekki,3.0,4.0,37000000.0
106,terraced_duplex,2nd Toll Gate Lekki,3.0,4.0,33000000.0
107,terraced_duplex,2nd Toll Gate Lekki,3.0,4.0,30000000.0
108,terraced_duplex,2nd Toll Gate Lekki,4.0,4.0,43000000.0
109,terraced_duplex,2nd Toll Gate Lekki,4.0,4.0,42000000.0
110,terraced_duplex,2nd Toll Gate Lekki,4.0,4.0,42000000.0
111,terraced_duplex,2nd Toll Gate Lekki,4.0,4.0,40000000.0
112,terraced_duplex,2nd Toll Gate Lekki,4.0,4.0,39000000.0
113,terraced_duplex,2nd Toll Gate Lekki,4.0,4.0,40000000.0
114,terraced_duplex,2nd Toll Gate Lekki,4.0,5.0,42000000.0
115,terraced_duplex,2nd Toll Gate Lekki,4.0,5.0,43000000.0
116,terraced_duplex,2nd Toll Gate Lekki,4.0,5.0,42000000.0
117,terraced_duplex,2nd Toll Gate Lekki,4.0,5.0,42000000.0
118,terraced_duplex,2nd Toll Gate Lekki,4.0,4.0,40000000.0
119,terraced_duplex,2nd Toll Gate Lekki,4.0,4.0,40000000.0
120,terraced_duplex,2nd Toll Gate Lekki,4.0,4.0,40000000.0
121,terraced_duplex,2nd Toll Gate Lekki,4.0,4.0,40000000.0
122,detached_bungalow,Abijo Ibeju Lekki,3.0,4.0,25500000.0
123,detached_bungalow,Abijo Ibeju Lekki,3.0,3.0,25500000.0
124,detached_bungalow,Abijo Ibeju Lekki,3.0,3.0,24000000.0
125,detached_bungalow,Abijo Ibeju Lekki,3.0,3.0,24000000.0
126,detached_bungalow,Abijo Ibeju Lekki,3.0,6.0,24000000.0
127,detached_bungalow,Abijo Ibeju Lekki,3.0,3.0,25500000.0
128,detached_bungalow,Abijo Ibeju Lekki,3.0,4.0,25500000.0
129,detached_bungalow,Abijo Ibeju Lekki,3.0,3.0,24000000.0
130,detached_bungalow,Abijo Ibeju Lekki,3.0,3.0,24000000.0
131,detached_bungalow,Abijo Ibeju Lekki,4.0,4.0,28000000.0
132,detached_duplex,Abijo Ibeju Lekki,4.0,4.0,19975000.0
133,detached_duplex,Abijo Ibeju Lekki,4.0,4.0,25000000.0
134,detached_duplex,Abijo Ibeju Lekki,4.0,4.0,48000000.0
135,detached_duplex,Abijo Ibeju Lekki,4.0,6.0,51000000.0
136,house,Abijo Ibeju Lekki,3.0,4.0,22000000.0
137,house,Abijo Ibeju Lekki,3.0,4.0,22500000.0
138,house,Abijo Ibeju Lekki,3.0,4.0,25500000.0
139,house,Abijo Ibeju Lekki,3.0,3.0,22000000.0
140,house,Abijo Ibeju Lekki,3.0,4.0,22000000.0
141,house,Abijo Ibeju Lekki,4.0,4.0,24000000.0
142,house,Abijo Ibeju Lekki,4.0,4.0,45000000.0
143,semi_detached_bungalow,Abijo Ibeju Lekki,3.0,3.0,16500000.0
144,semi_detached_bungalow,Abijo Ibeju Lekki,3.0,3.0,22000000.0
145,semi_detached_bungalow,Abijo Ibeju Lekki,3.0,4.0,20000000.0
146,semi_detached_bungalow,Abijo Ibeju Lekki,3.0,3.0,25000000.0
147,semi_detached_bungalow,Abijo Ibeju Lekki,3.0,3.0,30000000.0
148,semi_detached_duplex,Abijo Ibeju Lekki,3.0,3.0,38000000.0
149,semi_detached_duplex,Abijo Ibeju Lekki,4.0,4.0,38000000.0
150,semi_detached_duplex,Abijo Ibeju Lekki,5.0,5.0,43000000.0
151,terraced_duplex,Abijo Ibeju Lekki,3.0,4.0,29500000.0
152,terraced_duplex,Abijo Ibeju Lekki,3.0,3.0,29500000.0
153,terraced_duplex,Abijo Ibeju Lekki,3.0,3.0,29500000.0
154,terraced_duplex,Abijo Ibeju Lekki,3.0,3.0,29500000.0
155,terraced_duplex,Abijo Ibeju Lekki,3.0,3.0,29500000.0
156,terraced_duplex,Abijo Ibeju Lekki,3.0,3.0,29500000.0
157,terraced_duplex,Abijo Ibeju Lekki,3.0,3.0,28000000.0
158,terraced_duplex,Abijo Ibeju Lekki,3.0,3.0,25000000.0
159,terraced_duplex,Abijo Ibeju Lekki,3.0,4.0,30000000.0
160,terraced_duplex,Abijo Ibeju Lekki,3.0,3.0,28000000.0
161,terraced_duplex,Abijo Ibeju Lekki,3.0,3.0,29500000.0
162,terraced_duplex,Abijo Ibeju Lekki,3.0,3.0,29500000.0
163,terraced_duplex,Abijo Ibeju Lekki,3.0,3.0,29800000.0
164,terraced_duplex,Abijo Ibeju Lekki,5.0,4.0,47000000.0
165,detached_bungalow,Abraham Adesanya Ajah,3.0,3.0,25000000.0
166,detached_bungalow,Abraham Adesanya Ajah,3.0,3.0,25000000.0
167,detached_bungalow,Abraham Adesanya Ajah,3.0,3.0,29000000.0
168,detached_bungalow,Abraham Adesanya Ajah,3.0,3.0,33000000.0
169,detached_bungalow,Abraham Adesanya Ajah,3.0,5.0,26000000.0
170,detached_bungalow,Abraham Adesanya Ajah,3.0,3.0,29000000.0
171,detached_bungalow,Abraham Adesanya Ajah,3.0,3.0,25000000.0
172,detached_bungalow,Abraham Adesanya Ajah,3.0,3.0,30000000.0
173,detached_bungalow,Abraham Adesanya Ajah,3.0,3.0,26000000.0
174,detached_bungalow,Abraham Adesanya Ajah,3.0,3.0,30000000.0
175,detached_bungalow,Abraham Adesanya Ajah,4.0,4.0,35000000.0
176,detached_bungalow,Abraham Adesanya Ajah,4.0,4.0,35000000.0
177,detached_duplex,Abraham Adesanya Ajah,3.0,5.0,41000000.0
178,detached_duplex,Abraham Adesanya Ajah,4.0,4.0,35000000.0
179,detached_duplex,Abraham Adesanya Ajah,4.0,4.0,36000000.0
180,detached_duplex,Abraham Adesanya Ajah,4.0,5.0,49000000.0
181,house,Abraham Adesanya Ajah,3.0,3.0,30000000.0
182,house,Abraham Adesanya Ajah,3.0,3.0,29000000.0
183,house,Abraham Adesanya Ajah,3.0,3.0,28000000.0
184,semi_detached_bungalow,Abraham Adesanya Ajah,3.0,3.0,24000000.0
185,semi_detached_bungalow,Abraham Adesanya Ajah,3.0,3.0,26000000.0
186,semi_detached_bungalow,Abraham Adesanya Ajah,3.0,3.0,20000000.0
187,semi_detached_bungalow,Abraham Adesanya Ajah,3.0,3.0,19000000.0
188,semi_detached_bungalow,Abraham Adesanya Ajah,3.0,3.0,20000000.0
189,semi_detached_duplex,Abraham Adesanya Ajah,3.0,3.0,43000000.0
190,semi_detached_duplex,Abraham Adesanya Ajah,3.0,4.0,43000000.0
191,semi_detached_duplex,Abraham Adesanya Ajah,3.0,3.0,43000000.0
192,semi_detached_duplex,Abraham Adesanya Ajah,3.0,4.0,43000000.0
193,semi_detached_duplex,Abraham Adesanya Ajah,4.0,6.0,55000000.0
194,semi_detached_duplex,Abraham Adesanya Ajah,4.0,5.0,55000000.0
195,semi_detached_duplex,Abraham Adesanya Ajah,4.0,5.0,55000000.0
196,semi_detached_duplex,Abraham Adesanya Ajah,4.0,4.0,55000000.0
197,semi_detached_duplex,Abraham Adesanya Ajah,5.0,5.0,48000000.0
198,semi_detached_duplex,Abraham Adesanya Ajah,5.0,5.0,48000000.0
199,terraced_bungalow,Abraham Adesanya Ajah,3.0,4.0,41000000.0
200,terraced_duplex,Abraham Adesanya Ajah,3.0,4.0,41000000.0
201,terraced_duplex,Abraham Adesanya Ajah,3.0,3.0,41000000.0
202,terraced_duplex,Abraham Adesanya Ajah,3.0,3.0,41000000.0
203,terraced_duplex,Abraham Adesanya Ajah,3.0,3.0,41000000.0
204,terraced_duplex,Abraham Adesanya Ajah,3.0,3.0,41000000.0
205,terraced_duplex,Abraham Adesanya Ajah,3.0,4.0,41000000.0
206,terraced_duplex,Abraham Adesanya Ajah,3.0,3.0,38000000.0
207,terraced_duplex,Abraham Adesanya Ajah,3.0,5.0,35000000.0
208,detached_bungalow,Abule Egba Agege,3.0,4.0,18000000.0
209,detached_duplex,Abule Egba Agege,4.0,6.0,65000000.0
210,detached_duplex,Abule Egba Agege,4.0,6.0,50000000.0
211,detached_duplex,Abule Egba Agege,4.0,4.0,60000000.0
212,detached_duplex,Abule Egba Agege,4.0,4.0,48000000.0
213,detached_duplex,Abule Egba Agege,4.0,4.0,55000000.0
214,detached_duplex,Abule Egba Agege,5.0,7.0,80000000.0
215,duplex,Abule Egba Agege,4.0,4.0,70000000.0
216,detached_duplex,Adeniyi Jones Ikeja,4.0,4.0,90000000.0
217,detached_duplex,Adeniyi Jones Ikeja,4.0,4.0,65000000.0
218,detached_duplex,Adeniyi Jones Ikeja,4.0,4.0,65000000.0
219,detached_duplex,Adeniyi Jones Ikeja,4.0,4.0,70000000.0
220,detached_duplex,Adeniyi Jones Ikeja,4.0,4.0,65000000.0
221,detached_duplex,Adeniyi Jones Ikeja,4.0,5.0,65000000.0
222,detached_duplex,Adeniyi Jones Ikeja,4.0,5.0,60000000.0
223,detached_duplex,Adeniyi Jones Ikeja,5.0,5.0,110000000.0
224,detached_duplex,Adeniyi Jones Ikeja,5.0,5.0,135000000.0
225,detached_duplex,Adeniyi Jones Ikeja,5.0,5.0,135000000.0
226,detached_duplex,Adeniyi Jones Ikeja,5.0,5.0,120000000.0
227,detached_duplex,Adeniyi Jones Ikeja,5.0,6.0,110000000.0
228,detached_duplex,Adeniyi Jones Ikeja,5.0,6.0,135000000.0
229,detached_duplex,Adeniyi Jones Ikeja,5.0,5.0,140000000.0
230,detached_duplex,Adeniyi Jones Ikeja,5.0,3.0,110000000.0
231,detached_duplex,Adeniyi Jones Ikeja,5.0,4.0,140000000.0
232,detached_duplex,Adeniyi Jones Ikeja,5.0,5.0,110000000.0
233,detached_duplex,Adeniyi Jones Ikeja,5.0,6.0,130000000.0
234,detached_duplex,Adeniyi Jones Ikeja,5.0,5.0,130000000.0
235,detached_duplex,Adeniyi Jones Ikeja,5.0,6.0,140000000.0
236,detached_duplex,Adeniyi Jones Ikeja,5.0,5.0,120000000.0
237,detached_duplex,Adeniyi Jones Ikeja,5.0,5.0,130000000.0
238,detached_duplex,Adeniyi Jones Ikeja,6.0,6.0,140000000.0
239,detached_duplex,Adeniyi Jones Ikeja,6.0,5.0,140000000.0
240,detached_duplex,Adeniyi Jones Ikeja,6.0,6.0,140000000.0
241,detached_duplex,Adeniyi Jones Ikeja,6.0,6.0,140000000.0
242,detached_duplex,Adeniyi Jones Ikeja,6.0,6.0,140000000.0
243,duplex,Adeniyi Jones Ikeja,4.0,4.0,498000000.0
244,house,Adeniyi Jones Ikeja,4.0,4.0,70000000.0
245,house,Adeniyi Jones Ikeja,5.0,4.0,210000000.0
246,semi_detached_duplex,Adeniyi Jones Ikeja,3.0,3.0,65000000.0
247,semi_detached_duplex,Adeniyi Jones Ikeja,4.0,4.0,70000000.0
248,semi_detached_duplex,Adeniyi Jones Ikeja,4.0,4.0,67000000.0
249,semi_detached_duplex,Adeniyi Jones Ikeja,4.0,4.0,100000000.0
250,semi_detached_duplex,Adeniyi Jones Ikeja,4.0,4.0,98000000.0
251,semi_detached_duplex,Adeniyi Jones Ikeja,4.0,4.0,87000000.0
252,semi_detached_duplex,Adeniyi Jones Ikeja,4.0,4.0,100000000.0
253,semi_detached_duplex,Adeniyi Jones Ikeja,4.0,4.0,87000000.0
254,semi_detached_duplex,Adeniyi Jones Ikeja,4.0,5.0,100000000.0
255,semi_detached_duplex,Adeniyi Jones Ikeja,4.0,4.0,75000000.0
256,semi_detached_duplex,Adeniyi Jones Ikeja,4.0,4.0,100000000.0
257,semi_detached_duplex,Adeniyi Jones Ikeja,4.0,4.0,90000000.0
258,semi_detached_duplex,Adeniyi Jones Ikeja,5.0,6.0,100000000.0
259,semi_detached_duplex,Adeniyi Jones Ikeja,5.0,6.0,125000000.0
260,semi_detached_duplex,Adeniyi Jones Ikeja,5.0,6.0,125000000.0
261,semi_detached_duplex,Adeniyi Jones Ikeja,5.0,5.0,120000000.0
262,terraced_duplex,Adeniyi Jones Ikeja,3.0,3.0,35500000.0
263,terraced_duplex,Adeniyi Jones Ikeja,3.0,3.0,38000000.0
264,terraced_duplex,Adeniyi Jones Ikeja,3.0,3.0,36000000.0
265,terraced_duplex,Adeniyi Jones Ikeja,3.0,4.0,35000000.0
266,terraced_duplex,Adeniyi Jones Ikeja,4.0,4.0,68000000.0
267,terraced_duplex,Adeniyi Jones Ikeja,4.0,4.0,65000000.0
268,terraced_duplex,Adeniyi Jones Ikeja,4.0,4.0,65000000.0
269,terraced_duplex,Adeniyi Jones Ikeja,4.0,4.0,70000000.0
270,terraced_duplex,Adeniyi Jones Ikeja,4.0,4.0,60000000.0
271,terraced_duplex,Adeniyi Jones Ikeja,4.0,4.0,60000000.0
272,terraced_duplex,Adeniyi Jones Ikeja,4.0,5.0,75000000.0
273,terraced_duplex,Adeniyi Jones Ikeja,4.0,4.0,68000000.0
274,terraced_duplex,Adeniyi Jones Ikeja,4.0,3.0,70000000.0
275,terraced_duplex,Adeniyi Jones Ikeja,4.0,4.0,65000000.0
276,terraced_duplex,Adeniyi Jones Ikeja,4.0,4.0,70000000.0
277,terraced_duplex,Adeniyi Jones Ikeja,4.0,4.0,60000000.0
278,terraced_duplex,Adeniyi Jones Ikeja,4.0,4.0,60000000.0
279,terraced_duplex,Adeniyi Jones Ikeja,4.0,5.0,75000000.0
280,terraced_duplex,Adeniyi Jones Ikeja,4.0,4.0,65000000.0
281,terraced_duplex,Adeniyi Jones Ikeja,4.0,4.0,62000000.0
282,terraced_duplex,Adeniyi Jones Ikeja,4.0,5.0,75000000.0
283,terraced_duplex,Adeniyi Jones Ikeja,4.0,4.0,75000000.0
284,terraced_duplex,Adeniyi Jones Ikeja,5.0,5.0,80000000.0
285,terraced_duplex,Adeniyi Jones Ikeja,5.0,5.0,90000000.0
286,terraced_duplex,Adeniyi Jones Ikeja,5.0,5.0,85000000.0
287,terraced_duplex,Adeniyi Jones Ikeja,5.0,5.0,85000000.0
288,terraced_duplex,Adeniyi Jones Ikeja,5.0,5.0,90000000.0
289,terraced_duplex,Adeniyi Jones Ikeja,5.0,5.0,80000000.0
290,terraced_duplex,Adeniyi Jones Ikeja,5.0,5.0,90000000.0
291,detached_bungalow,Ado Ajah,3.0,3.0,27000000.0
292,detached_bungalow,Ado Ajah,3.0,3.0,30000000.0
293,detached_bungalow,Ado Ajah,3.0,3.0,29000000.0
294,detached_bungalow,Ado Ajah,3.0,3.0,28000000.0
295,detached_bungalow,Ado Ajah,4.0,4.0,38000000.0
296,detached_duplex,Ado Ajah,4.0,4.0,55000000.0
297,detached_duplex,Ado Ajah,4.0,4.0,52000000.0
298,detached_duplex,Ado Ajah,4.0,4.0,40000000.0
299,detached_duplex,Ado Ajah,4.0,4.0,55000000.0
300,detached_duplex,Ado Ajah,4.0,6.0,48000000.0
301,detached_duplex,Ado Ajah,4.0,5.0,60000000.0
302,detached_duplex,Ado Ajah,4.0,4.0,47000000.0
303,detached_duplex,Ado Ajah,4.0,4.0,56000000.0
304,detached_duplex,Ado Ajah,4.0,4.0,52000000.0
305,detached_duplex,Ado Ajah,4.0,4.0,40000000.0
306,detached_duplex,Ado Ajah,4.0,5.0,45000000.0
307,detached_duplex,Ado Ajah,4.0,4.0,38000000.0
308,detached_duplex,Ado Ajah,4.0,4.0,60000000.0
309,detached_duplex,Ado Ajah,4.0,4.0,49000000.0
310,detached_duplex,Ado Ajah,4.0,4.0,52000000.0
311,detached_duplex,Ado Ajah,4.0,4.0,52000000.0
312,detached_duplex,Ado Ajah,4.0,4.0,50000000.0
313,detached_duplex,Ado Ajah,4.0,5.0,55000000.0
314,detached_duplex,Ado Ajah,4.0,4.0,45000000.0
315,detached_duplex,Ado Ajah,4.0,5.0,48000000.0
316,detached_duplex,Ado Ajah,4.0,4.0,40000000.0
317,detached_duplex,Ado Ajah,4.0,4.0,45000000.0
318,detached_duplex,Ado Ajah,4.0,5.0,50000000.0
319,detached_duplex,Ado Ajah,4.0,4.0,53000000.0
320,detached_duplex,Ado Ajah,4.0,4.0,52000000.0
321,detached_duplex,Ado Ajah,4.0,4.0,45000000.0
322,detached_duplex,Ado Ajah,4.0,5.0,45000000.0
323,detached_duplex,Ado Ajah,4.0,4.0,50000000.0
324,detached_duplex,Ado Ajah,4.0,4.0,42000000.0
325,detached_duplex,Ado Ajah,4.0,5.0,54000000.0
326,detached_duplex,Ado Ajah,4.0,4.0,40000000.0
327,detached_duplex,Ado Ajah,4.0,5.0,45000000.0
328,detached_duplex,Ado Ajah,4.0,5.0,55000000.0
329,detached_duplex,Ado Ajah,4.0,4.0,48000000.0
330,detached_duplex,Ado Ajah,4.0,5.0,40000000.0
331,detached_duplex,Ado Ajah,4.0,4.0,45000000.0
332,detached_duplex,Ado Ajah,4.0,4.0,47000000.0
333,detached_duplex,Ado Ajah,5.0,5.0,65000000.0
334,detached_duplex,Ado Ajah,5.0,5.0,65000000.0
335,detached_duplex,Ado Ajah,5.0,5.0,65000000.0
336,detached_duplex,Ado Ajah,5.0,5.0,60000000.0
337,detached_duplex,Ado Ajah,5.0,5.0,65000000.0
338,detached_duplex,Ado Ajah,5.0,5.0,75000000.0
339,detached_duplex,Ado Ajah,5.0,4.0,70000000.0
340,detached_duplex,Ado Ajah,5.0,5.0,62000000.0
341,detached_duplex,Ado Ajah,5.0,5.0,70000000.0
342,detached_duplex,Ado Ajah,5.0,6.0,58000000.0
343,detached_duplex,Ado Ajah,5.0,5.0,50000000.0
344,detached_duplex,Ado Ajah,5.0,5.0,50000000.0
345,detached_duplex,Ado Ajah,5.0,4.0,50000000.0
346,detached_duplex,Ado Ajah,5.0,5.0,50000000.0
347,detached_duplex,Ado Ajah,5.0,5.0,73000000.0
348,detached_duplex,Ado Ajah,5.0,6.0,85000000.0
349,detached_duplex,Ado Ajah,5.0,5.0,62000000.0
350,detached_duplex,Ado Ajah,5.0,5.0,58000000.0
351,detached_duplex,Ado Ajah,5.0,5.0,74000000.0
352,detached_duplex,Ado Ajah,5.0,5.0,75000000.0
353,detached_duplex,Ado Ajah,5.0,5.0,55000000.0
354,detached_duplex,Ado Ajah,5.0,6.0,53000000.0
355,detached_duplex,Ado Ajah,5.0,5.0,56000000.0
356,detached_duplex,Ado Ajah,5.0,5.0,56000000.0
357,detached_duplex,Ado Ajah,5.0,5.0,60000000.0
358,detached_duplex,Ado Ajah,5.0,6.0,58000000.0
359,detached_duplex,Ado Ajah,5.0,6.0,62000000.0
360,detached_duplex,Ado Ajah,5.0,5.0,50000000.0
361,duplex,Ado Ajah,4.0,4.0,27000000.0
362,duplex,Ado Ajah,4.0,4.0,25500000.0
363,semi_detached_duplex,Ado Ajah,3.0,4.0,37000000.0
364,semi_detached_duplex,Ado Ajah,4.0,4.0,37000000.0
365,semi_detached_duplex,Ado Ajah,4.0,4.0,35000000.0
366,semi_detached_duplex,Ado Ajah,4.0,4.0,41000000.0
367,semi_detached_duplex,Ado Ajah,4.0,4.0,43000000.0
368,semi_detached_duplex,Ado Ajah,4.0,5.0,40000000.0
369,semi_detached_duplex,Ado Ajah,4.0,5.0,36000000.0
370,semi_detached_duplex,Ado Ajah,4.0,4.0,38000000.0
371,semi_detached_duplex,Ado Ajah,4.0,4.0,42000000.0
372,semi_detached_duplex,Ado Ajah,4.0,4.0,35000000.0
373,semi_detached_duplex,Ado Ajah,4.0,4.0,35000000.0
374,semi_detached_duplex,Ado Ajah,4.0,4.0,35000000.0
375,semi_detached_duplex,Ado Ajah,4.0,4.0,40000000.0
376,semi_detached_duplex,Ado Ajah,4.0,4.0,40000000.0
377,semi_detached_duplex,Ado Ajah,4.0,4.0,39000000.0
378,semi_detached_duplex,Ado Ajah,4.0,4.0,37000000.0
379,semi_detached_duplex,Ado Ajah,4.0,4.0,35000000.0
380,semi_detached_duplex,Ado Ajah,4.0,4.0,38000000.0
